,true,optimal,backpack,backpack_relaxed
0,401,405.0,401.0,401.0
1,801,803.0,821.0,821.0
2,1201,1205.0,1368.0,1368.0
3,1601,1604.0,1601.0,1601.0
4,2001,2003.0,2010.0,2010.0
5,2401,2404.0,2478.0,2478.0
6,2801,2803.0,2993.0,2993.0
7,3201,3204.0,3543.0,3543.0
8,3601,3603.0,3628.0,3628.0
9,4001,4003.0,4137.0,4137.0
